X,Y
13039.3,798.9320463320464
13049.3,799.1540540540541
13059.3,799.3760617760618
13069.3,799.5980694980695
13079.3,799.8200772200772
13089.3,800.042084942085
13099.3,800.2640926640927
13109.3,800.4861003861004
13119.3,800.7081081081081
13129.3,800.9301158301158
13139.3,801.1521235521236
13149.3,801.3741312741313
13159.3,801.5961389961391
13169.3,801.8181467181467
13179.3,802.0401544401544
13189.3,802.2621621621622
13199.3,802.4841698841699
13209.3,802.7061776061777
13219.3,802.9281853281854
13229.3,803.150193050193
13239.3,803.3722007722008
13249.3,803.5942084942085
13259.3,803.8162162162163
13269.3,804.038223938224
13279.3,804.2602316602317
13289.3,804.4822393822394
13299.3,804.7042471042471
13309.3,804.9262548262549
13319.3,805.1482625482626
13329.3,805.3702702702703
13339.3,805.592277992278
13349.3,805.8142857142857
13359.3,806.0362934362935
13369.3,806.2583011583012
13379.3,806.4803088803089
13389.3,806.7023166023166
13399.3,806.9243243243244
13409.3,807.1463320463321
13419.3,807.3683397683398
13429.3,807.5903474903475
13439.3,807.8123552123552
13449.3,808.034362934363
13459.3,808.2563706563707
13469.3,808.4783783783784
13479.3,808.7003861003861
13489.3,808.9223938223938
13499.3,809.1444015444016
13509.3,809.3664092664093
13519.3,809.5884169884171
13529.3,809.8104247104247
13539.3,810.0324324324324
13549.3,810.2544401544402
13559.3,810.4764478764479
13569.3,810.6984555984557
13579.3,810.9204633204633
13589.3,811.142471042471
13599.3,811.3644787644788
13609.3,811.5864864864865
13619.3,811.8084942084943
13629.3,812.0305019305019
13639.3,812.2525096525097
13649.3,812.4745173745174
13659.3,812.6965250965251
13669.3,812.9185328185329
13679.3,813.1405405405405
13689.3,813.3625482625483
13699.3,813.584555984556
13704.5,813.7
13714.5,813.9021857923498
13724.5,814.1043715846995
13734.5,814.3065573770492
13744.5,814.5087431693989
13754.5,814.7109289617487
13764.5,814.9131147540984
13774.5,815.1153005464481
13784.5,815.3174863387978
13794.5,815.5196721311476
13804.5,815.7218579234973
13814.5,815.924043715847
13824.5,816.1262295081967
13834.5,816.3284153005465
13844.5,816.5306010928962
13854.5,816.7327868852459
13864.5,816.9349726775956
13874.5,817.1371584699453
13884.5,817.3393442622951
13894.5,817.5415300546448
13904.5,817.7437158469945
13914.5,817.9459016393442
13924.5,818.148087431694
13934.5,818.3502732240438
13944.5,818.5524590163935
13954.5,818.7546448087433
13964.5,818.956830601093
13974.5,819.1590163934427
13984.5,819.3612021857924
13994.5,819.5633879781421
14004.5,819.7655737704919
14014.5,819.9677595628416
14024.5,820.1699453551913
14034.5,820.372131147541
14044.5,820.5743169398908
14054.5,820.7765027322405
14064.5,820.9786885245902
14074.5,821.1808743169399
14084.5,821.3830601092897
14094.5,821.5852459016394
14104.5,821.7874316939891
14114.5,821.9896174863388
14124.5,822.1918032786886
14134.5,822.3939890710383
14144.5,822.596174863388
14154.5,822.7983606557377
14164.5,823.0005464480874
14174.5,823.2027322404372
14184.5,823.4049180327869
14194.5,823.6071038251366
14204.5,823.8092896174863
14214.5,824.0114754098361
14224.5,824.2136612021858
14234.5,824.4158469945355
14244.5,824.6180327868852
14254.5,824.820218579235
14264.5,825.0224043715847
14274.5,825.2245901639344
14284.5,825.4267759562841
14294.5,825.6289617486339
14304.5,825.8311475409836
14314.5,826.0333333333333
14324.5,826.235519125683
14334.5,826.4377049180328
14344.5,826.6398907103825
14354.5,826.8420765027322
14364.5,827.0442622950819
14374.5,827.2464480874316
14384.5,827.4486338797814
14394.5,827.6508196721311
14404.5,827.8530054644809
14414.5,828.0551912568307
14424.5,828.2573770491804
14434.5,828.4595628415301
14436.5,828.5
14446.5,828.6963439404198
14456.5,828.8926878808395
14466.5,829.0890318212593
14476.5,829.2853757616791
14486.5,829.4817197020989
14496.5,829.6780636425186
14506.5,829.8744075829384
14516.5,830.0707515233581
14526.5,830.2670954637779
14536.5,830.4634394041977
14546.5,830.6597833446175
14556.5,830.8561272850372
14566.5,831.052471225457
14576.5,831.2488151658767
14586.5,831.4451591062965
14596.5,831.6415030467164
14606.5,831.8378469871361
14616.5,832.0341909275559
14626.5,832.2305348679756
14636.5,832.4268788083954
14646.5,832.6232227488151
14656.5,832.819566689235
14666.5,833.0159106296547
14676.5,833.2122545700745
14686.5,833.4085985104942
14696.5,833.604942450914
14706.5,833.8012863913337
14716.5,833.9976303317535
14726.5,834.1939742721734
14736.5,834.3903182125931
14746.5,834.5866621530129
14756.5,834.7830060934326
14766.5,834.9793500338524
14776.5,835.1756939742721
14786.5,835.372037914692
14796.5,835.5683818551117
14806.5,835.7647257955315
14816.5,835.9610697359512
14826.5,836.157413676371
14836.5,836.3537576167907
14846.5,836.5501015572106
14856.5,836.7464454976304
14866.5,836.9427894380501
14876.5,837.1391333784699
14886.5,837.3354773188896
14896.5,837.5318212593094
14906.5,837.7281651997292
14916.5,837.924509140149
14926.5,838.1208530805687
14936.5,838.3171970209885
14946.5,838.5135409614082
14956.5,838.709884901828
14966.5,838.9062288422479
14976.5,839.1025727826676
14986.5,839.2989167230874
14996.5,839.4952606635071
15006.5,839.6916046039269
15016.5,839.8879485443466
15026.5,840.0842924847664
15036.5,840.2806364251862
15046.5,840.476980365606
15056.5,840.6733243060257
15066.5,840.8696682464455
15076.5,841.0660121868652
15086.5,841.262356127285
15096.5,841.4587000677049
15106.5,841.6550440081246
15116.5,841.8513879485444
15126.5,842.0477318889641
15136.5,842.2440758293839
15146.5,842.4404197698036
15156.5,842.6367637102235
15166.5,842.8331076506432
15175.0,843.0
15185.0,843.1906296147134
15195.0,843.3812592294267
15205.0,843.5718888441402
15215.0,843.7625184588535
15225.0,843.9531480735669
15235.0,844.1437776882804
15245.0,844.3344073029937
15255.0,844.5250369177071
15265.0,844.7156665324204
15275.0,844.9062961471338
15285.0,845.0969257618473
15295.0,845.2875553765606
15305.0,845.478184991274
15315.0,845.6688146059873
15325.0,845.8594442207008
15335.0,846.0500738354142
15345.0,846.2407034501275
15355.0,846.4313330648409
15365.0,846.6219626795544
15375.0,846.8125922942677
15385.0,847.0032219089811
15395.0,847.1938515236944
15405.0,847.3844811384079
15415.0,847.5751107531213
15425.0,847.7657403678346
15435.0,847.956369982548
15445.0,848.1469995972614
15455.0,848.3376292119748
15465.0,848.5282588266882
15475.0,848.7188884414015
15485.0,848.909518056115
15495.0,849.1001476708283
15505.0,849.2907772855417
15515.0,849.4814069002551
15525.0,849.6720365149685
15535.0,849.8626661296819
15545.0,850.0532957443952
15555.0,850.2439253591086
15565.0,850.4345549738221
15575.0,850.6251845885354
15585.0,850.8158142032488
15595.0,851.0064438179621
15605.0,851.1970734326756
15615.0,851.387703047389
15625.0,851.5783326621023
15635.0,851.7689622768157
15645.0,851.959591891529
15655.0,852.1502215062425
15665.0,852.3408511209559
15675.0,852.5314807356692
15685.0,852.7221103503826
15695.0,852.9127399650961
15705.0,853.1033695798094
15715.0,853.2939991945228
15725.0,853.4846288092361
15735.0,853.6752584239496
15745.0,853.865888038663
15755.0,854.0565176533763
15765.0,854.2471472680897
15775.0,854.4377768828031
15785.0,854.6284064975165
15795.0,854.8190361122299
15805.0,855.0096657269432
15815.0,855.2002953416567
15825.0,855.39092495637
15835.0,855.5815545710834
15845.0,855.7721841857968
15855.0,855.9628138005102
15865.0,856.1534434152236
15875.0,856.3440730299369
15885.0,856.5347026446503
15895.0,856.7253322593638
15905.0,856.9159618740771
15915.0,857.1065914887905
15919.9,857.2
15929.9,857.3877496671106
15939.9,857.575499334221
15949.9,857.7632490013316
15959.9,857.9509986684421
15969.9,858.1387483355526
15979.9,858.3264980026631
15989.9,858.5142476697737
15999.9,858.7019973368842
16009.9,858.8897470039947
16019.9,859.0774966711052
16029.9,859.2652463382158
16039.9,859.4529960053262
16049.9,859.6407456724368
16059.9,859.8284953395473
16069.9,860.0162450066578
16079.9,860.2039946737683
16089.9,860.3917443408789
16099.9,860.5794940079894
16109.9,860.7672436750998
16119.9,860.9549933422104
16129.9,861.142743009321
16139.9,861.3304926764314
16149.9,861.5182423435419
16159.9,861.7059920106525
16169.9,861.8937416777629
16179.9,862.0814913448735
16189.9,862.269241011984
16199.9,862.4569906790946
16209.9,862.644740346205
16219.9,862.8324900133156
16229.9,863.0202396804261
16239.9,863.2079893475366
16249.9,863.3957390146471
16259.9,863.5834886817577
16269.9,863.7712383488681
16279.9,863.9589880159787
16289.9,864.1467376830892
16299.9,864.3344873501998
16309.9,864.5222370173102
16319.9,864.7099866844208
16329.9,864.8977363515313
16339.9,865.0854860186417
16349.9,865.2732356857523
16359.9,865.4609853528628
16369.9,865.6487350199733
16379.9,865.8364846870838
16389.9,866.0242343541944
16399.9,866.2119840213049
16409.9,866.3997336884155
16419.9,866.5874833555259
16429.9,866.7752330226365
16439.9,866.962982689747
16449.9,867.1507323568575
16459.9,867.338482023968
16469.9,867.5262316910786
16479.9,867.713981358189
16489.9,867.9017310252996
16499.9,868.0894806924101
16509.9,868.2772303595207
16519.9,868.4649800266311
16529.9,868.6527296937417
16539.9,868.8404793608522
16549.9,869.0282290279627
16559.9,869.2159786950732
16569.9,869.4037283621838
16579.9,869.5914780292942
16589.9,869.7792276964047
16599.9,869.9669773635153
16609.9,870.1547270306258
16619.9,870.3424766977363
16629.9,870.5302263648468
16639.9,870.7179760319574
16649.9,870.9057256990678
16659.9,871.0934753661784
16669.9,871.2812250332889
16670.9,871.3
16680.9,871.4809536388851
16690.9,871.6619072777704
16700.9,871.8428609166556
16710.9,872.0238145555409
16720.9,872.204768194426
16730.9,872.3857218333113
16740.9,872.5666754721965
16750.9,872.7476291110818
16760.9,872.928582749967
16770.9,873.1095363888521
16780.9,873.2904900277374
16790.9,873.4714436666226
16800.9,873.6523973055079
16810.9,873.833350944393
16820.9,874.0143045832783
16830.9,874.1952582221635
16840.9,874.3762118610487
16850.9,874.557165499934
16860.9,874.7381191388191
16870.9,874.9190727777044
16880.9,875.1000264165896
16890.9,875.2809800554749
16900.9,875.46193369436
16910.9,875.6428873332452
16920.9,875.8238409721305
16930.9,876.0047946110157
16940.9,876.1857482499009
16950.9,876.3667018887861
16960.9,876.5476555276714
16970.9,876.7286091665566
16980.9,876.9095628054419
16990.9,877.090516444327
17000.9,877.2714700832122
17010.9,877.4524237220975
17020.9,877.6333773609826
17030.9,877.8143309998679
17040.9,877.9952846387531
17050.9,878.1762382776384
17060.9,878.3571919165236
17070.9,878.5381455554087
17080.9,878.719099194294
17090.9,878.9000528331792
17100.9,879.0810064720645
17110.9,879.2619601109496
17120.9,879.4429137498349
17130.9,879.6238673887201
17140.9,879.8048210276054
17150.9,879.9857746664906
17160.9,880.1667283053757
17170.9,880.347681944261
17180.9,880.5286355831462
17190.9,880.7095892220315
17200.9,880.8905428609166
17210.9,881.0714964998019
17220.9,881.2524501386871
17230.9,881.4334037775723
17240.9,881.6143574164576
17250.9,881.7953110553427
17260.9,881.976264694228
17270.9,882.1572183331132
17280.9,882.3381719719985
17290.9,882.5191256108836
17300.9,882.7000792497689
17310.9,882.8810328886541
17320.9,883.0619865275393
17330.9,883.2429401664245
17340.9,883.4238938053097
17350.9,883.604847444195
17360.9,883.7858010830802
17370.9,883.9667547219655
17380.9,884.1477083608506
17390.9,884.3286619997358
17400.9,884.5096156386211
17410.9,884.6905692775063
17420.9,884.8715229163915
17428.0,885.0
17438.0,885.1586469122853
17448.0,885.3172938245706
17458.0,885.4759407368559
17468.0,885.6345876491412
17478.0,885.7932345614265
17488.0,885.9518814737119
17498.0,886.1105283859971
17508.0,886.2691752982824
17518.0,886.4278222105677
17528.0,886.586469122853
17538.0,886.7451160351384
17548.0,886.9037629474236
17558.0,887.062409859709
17568.0,887.2210567719942
17578.0,887.3797036842795
17588.0,887.5383505965648
17598.0,887.6969975088501
17608.0,887.8556444211355
17618.0,888.0142913334207
17628.0,888.1729382457061
17638.0,888.3315851579913
17648.0,888.4902320702766
17658.0,888.648878982562
17668.0,888.8075258948472
17678.0,888.9661728071326
17688.0,889.1248197194178
17698.0,889.2834666317032
17708.0,889.4421135439885
17718.0,889.6007604562737
17728.0,889.7594073685591
17738.0,889.9180542808443
17748.0,890.0767011931297
17758.0,890.235348105415
17768.0,890.3939950177003
17778.0,890.5526419299856
17788.0,890.7112888422708
17798.0,890.8699357545562
17808.0,891.0285826668415
17818.0,891.1872295791268
17828.0,891.3458764914121
17838.0,891.5045234036974
17848.0,891.6631703159827
17858.0,891.821817228268
17868.0,891.9804641405533
17878.0,892.1391110528386
17888.0,892.2977579651239
17898.0,892.4564048774092
17908.0,892.6150517896945
17918.0,892.7736987019798
17928.0,892.9323456142652
17938.0,893.0909925265504
17948.0,893.2496394388357
17958.0,893.408286351121
17968.0,893.5669332634063
17978.0,893.7255801756917
17988.0,893.8842270879769
17998.0,894.0428740002623
18008.0,894.2015209125475
18018.0,894.3601678248328
18028.0,894.5188147371182
18038.0,894.6774616494034
18048.0,894.8361085616888
18058.0,894.994755473974
18068.0,895.1534023862594
18078.0,895.3120492985447
18088.0,895.4706962108299
18098.0,895.6293431231153
18108.0,895.7879900354005
18118.0,895.9466369476859
18128.0,896.1052838599712
18138.0,896.2639307722565
18148.0,896.4225776845418
18158.0,896.581224596827
18168.0,896.7398715091124
18178.0,896.8985184213976
18188.0,897.057165333683
18190.7,897.1
18200.7,897.2224277155509
18210.7,897.3448554311019
18220.7,897.4672831466528
18230.7,897.5897108622037
18240.7,897.7121385777547
18250.7,897.8345662933056
18260.7,897.9569940088564
18270.7,898.0794217244074
18280.7,898.2018494399583
18290.7,898.3242771555093
18300.7,898.4467048710602
18310.7,898.5691325866111
18320.7,898.6915603021621
18330.7,898.813988017713
18340.7,898.9364157332639
18350.7,899.0588434488149
18360.7,899.1812711643657
18370.7,899.3036988799166
18380.7,899.4261265954676
18390.7,899.5485543110185
18400.7,899.6709820265694
18410.7,899.7934097421204
18420.7,899.9158374576713
18430.7,900.0382651732222
18440.7,900.1606928887732
18450.7,900.283120604324
18460.7,900.405548319875
18470.7,900.5279760354259
18480.7,900.6504037509768
18490.7,900.7728314665278
18500.7,900.8952591820787
18510.7,901.0176868976296
18520.7,901.1401146131806
18530.7,901.2625423287315
18540.7,901.3849700442823
18550.7,901.5073977598333
18560.7,901.6298254753842
18570.7,901.7522531909351
18580.7,901.8746809064861
18590.7,901.997108622037
18600.7,902.1195363375879
18610.7,902.2419640531389
18620.7,902.3643917686898
18630.7,902.4868194842408
18640.7,902.6092471997916
18650.7,902.7316749153425
18660.7,902.8541026308935
18670.7,902.9765303464444
18680.7,903.0989580619953
18690.7,903.2213857775463
18700.7,903.3438134930972
18710.7,903.4662412086481
18720.7,903.588668924199
18730.7,903.7110966397499
18740.7,903.8335243553008
18750.7,903.9559520708518
18760.7,904.0783797864027
18770.7,904.2008075019536
18780.7,904.3232352175046
18790.7,904.4456629330555
18800.7,904.5680906486065
18810.7,904.6905183641574
18820.7,904.8129460797082
18830.7,904.9353737952592
18840.7,905.0578015108101
18850.7,905.180229226361
18860.7,905.302656941912
18870.7,905.4250846574629
18880.7,905.5475123730138
18890.7,905.6699400885648
18900.7,905.7923678041157
18910.7,905.9147955196665
18920.7,906.0372232352175
18930.7,906.1596509507684
18940.7,906.2820786663193
18950.7,906.4045063818703
18958.5,906.5
18968.5,906.6577858251422
18978.5,906.8155716502845
18988.5,906.9733574754268
18998.5,907.1311433005691
19008.5,907.2889291257113
19018.5,907.4467149508536
19028.5,907.6045007759959
19038.5,907.7622866011382
19048.5,907.9200724262804
19058.5,908.0778582514226
19068.5,908.2356440765649
19078.5,908.3934299017072
19088.5,908.5512157268495
19098.5,908.7090015519917
19108.5,908.866787377134
19118.5,909.0245732022763
19128.5,909.1823590274186
19138.5,909.3401448525608
19148.5,909.497930677703
19158.5,909.6557165028453
19168.5,909.8135023279876
19178.5,909.9712881531299
19188.5,910.1290739782721
19198.5,910.2868598034144
19208.5,910.4446456285567
19218.5,910.602431453699
19228.5,910.7602172788412
19238.5,910.9180031039834
19248.5,911.0757889291257
19258.5,911.233574754268
19268.5,911.3913605794103
19278.5,911.5491464045525
19288.5,911.7069322296948
19298.5,911.8647180548371
19308.5,912.0225038799794
19318.5,912.1802897051216
19328.5,912.3380755302638
19338.5,912.4958613554061
19348.5,912.6536471805484
19358.5,912.8114330056907
19368.5,912.9692188308329
19378.5,913.1270046559752
19388.5,913.2847904811174
19398.5,913.4425763062598
19408.5,913.600362131402
19418.5,913.7581479565442
19428.5,913.9159337816865
19438.5,914.0737196068288
19448.5,914.2315054319711
19458.5,914.3892912571133
19468.5,914.5470770822556
19478.5,914.7048629073978
19488.5,914.8626487325402
19498.5,915.0204345576824
19508.5,915.1782203828246
19518.5,915.3360062079669
19528.5,915.4937920331092
19538.5,915.6515778582515
19548.5,915.8093636833937
19558.5,915.967149508536
19568.5,916.1249353336782
19578.5,916.2827211588206
19588.5,916.4405069839628
19598.5,916.598292809105
19608.5,916.7560786342473
19618.5,916.9138644593896
19628.5,917.0716502845319
19638.5,917.2294361096741
19648.5,917.3872219348164
19658.5,917.5450077599586
19668.5,917.702793585101
19678.5,917.8605794102432
19688.5,918.0183652353854
19698.5,918.1761510605277
19708.5,918.33393688567
19718.5,918.4917227108123
19728.5,918.6495085359545
19731.7,918.7
19741.7,918.855427103404
19751.7,919.0108542068081
19761.7,919.166281310212
19771.7,919.321708413616
19781.7,919.47713551702
19791.7,919.632562620424
19801.7,919.7879897238279
19811.7,919.9434168272319
19821.7,920.0988439306359
19831.7,920.2542710340399
19841.7,920.4096981374438
19851.7,920.5651252408478
19861.7,920.7205523442518
19871.7,920.8759794476558
19881.7,921.0314065510597
19891.7,921.1868336544637
19901.7,921.3422607578677
19911.7,921.4976878612717
19921.7,921.6531149646756
19931.7,921.8085420680796
19941.7,921.9639691714837
19951.7,922.1193962748877
19961.7,922.2748233782916
19971.7,922.4302504816956
19981.7,922.5856775850996
19991.7,922.7411046885036
20001.7,922.8965317919075
20011.7,923.0519588953115
20021.7,923.2073859987155
20031.7,923.3628131021195
20041.7,923.5182402055234
20051.7,923.6736673089274
20061.7,923.8290944123314
20071.7,923.9845215157354
20081.7,924.1399486191394
20091.7,924.2953757225433
20101.7,924.4508028259473
20111.7,924.6062299293513
20121.7,924.7616570327554
20131.7,924.9170841361592
20141.7,925.0725112395633
20151.7,925.2279383429673
20161.7,925.3833654463713
20171.7,925.5387925497752
20181.7,925.6942196531792
20191.7,925.8496467565832
20201.7,926.0050738599872
20211.7,926.1605009633911
20221.7,926.3159280667951
20231.7,926.4713551701991
20241.7,926.6267822736031
20251.7,926.782209377007
20261.7,926.937636480411
20271.7,927.093063583815
20281.7,927.248490687219
20291.7,927.4039177906229
20301.7,927.5593448940269
20311.7,927.714771997431
20321.7,927.870199100835
20331.7,928.0256262042388
20341.7,928.1810533076429
20351.7,928.3364804110469
20361.7,928.4919075144509
20371.7,928.6473346178548
20381.7,928.8027617212588
20391.7,928.9581888246628
20401.7,929.1136159280668
20411.7,929.2690430314707
20421.7,929.4244701348747
20431.7,929.5798972382787
20441.7,929.7353243416827
20451.7,929.8907514450867
20461.7,930.0461785484906
20471.7,930.2016056518946
20481.7,930.3570327552986
20491.7,930.5124598587026
20501.7,930.6678869621065
20510.2,930.8
20520.2,930.9531589023611
20530.2,931.1063178047224
20540.2,931.2594767070835
20550.2,931.4126356094448
20560.2,931.565794511806
20570.2,931.7189534141671
20580.2,931.8721123165284
20590.2,932.0252712188895
20600.2,932.1784301212507
20610.2,932.331589023612
20620.2,932.4847479259731
20630.2,932.6379068283344
20640.2,932.7910657306955
20650.2,932.9442246330567
20660.2,933.097383535418
20670.2,933.2505424377791
20680.2,933.4037013401404
20690.2,933.5568602425016
20700.2,933.7100191448627
20710.2,933.863178047224
20720.2,934.0163369495851
20730.2,934.1694958519463
20740.2,934.3226547543076
20750.2,934.4758136566687
20760.2,934.62897255903
20770.2,934.7821314613911
20780.2,934.9352903637523
20790.2,935.0884492661136
20800.2,935.2416081684747
20810.2,935.394767070836
20820.2,935.5479259731972
20830.2,935.7010848755583
20840.2,935.8542437779196
20850.2,936.0074026802807
20860.2,936.1605615826419
20870.2,936.3137204850032
20880.2,936.4668793873643
20890.2,936.6200382897256
20900.2,936.7731971920867
20910.2,936.9263560944479
20920.2,937.0795149968092
20930.2,937.2326738991703
20940.2,937.3858328015316
20950.2,937.5389917038927
20960.2,937.6921506062539
20970.2,937.8453095086152
20980.2,937.9984684109763
20990.2,938.1516273133375
21000.2,938.3047862156988
21010.2,938.4579451180599
21020.2,938.6111040204212
21030.2,938.7642629227823
21040.2,938.9174218251435
21050.2,939.0705807275048
21060.2,939.2237396298659
21070.2,939.3768985322272
21080.2,939.5300574345883
21090.2,939.6832163369495
21100.2,939.8363752393108
21110.2,939.9895341416719
21120.2,940.1426930440332
21130.2,940.2958519463944
21140.2,940.4490108487555
21150.2,940.6021697511168
21160.2,940.7553286534779
21170.2,940.9084875558391
21180.2,941.0616464582004
21190.2,941.2148053605615
21200.2,941.3679642629228
21210.2,941.5211231652839
21220.2,941.6742820676451
21230.2,941.8274409700064
21240.2,941.9805998723675
21250.2,942.1337587747288
21260.2,942.28691767709
21270.2,942.4400765794511
21280.2,942.5932354818124
21290.2,942.7463943841735
21293.7,942.8
21303.7,942.9496892046175
21313.7,943.099378409235
21323.7,943.2490676138525
21333.7,943.3987568184701
21343.7,943.5484460230876
21353.7,943.6981352277052
21363.7,943.8478244323227
21373.7,943.9975136369402
21383.7,944.1472028415577
21393.7,944.2968920461752
21403.7,944.4465812507929
21413.7,944.5962704554104
21423.7,944.7459596600279
21433.7,944.8956488646454
21443.7,945.0453380692629
21453.7,945.1950272738804
21463.7,945.344716478498
21473.7,945.4944056831156
21483.7,945.6440948877331
21493.7,945.7937840923506
21503.7,945.9434732969681
21513.7,946.0931625015857
21523.7,946.2428517062032
21533.7,946.3925409108207
21543.7,946.5422301154383
21553.7,946.6919193200558
21563.7,946.8416085246733
21573.7,946.9912977292909
21583.7,947.1409869339084
21593.7,947.2906761385259
21603.7,947.4403653431434
21613.7,947.590054547761
21623.7,947.7397437523786
21633.7,947.8894329569961
21643.7,948.0391221616136
21653.7,948.1888113662311
21663.7,948.3385005708486
21673.7,948.4881897754661
21683.7,948.6378789800838
21693.7,948.7875681847013
21703.7,948.9372573893188
21713.7,949.0869465939363
21723.7,949.2366357985538
21733.7,949.3863250031714
21743.7,949.5360142077889
21753.7,949.6857034124065
21763.7,949.835392617024
21773.7,949.9850818216415
21783.7,950.134771026259
21793.7,950.2844602308766
21803.7,950.4341494354941
21813.7,950.5838386401116
21823.7,950.7335278447292
21833.7,950.8832170493467
21843.7,951.0329062539643
21853.7,951.1825954585818
21863.7,951.3322846631993
21873.7,951.4819738678168
21883.7,951.6316630724343
21893.7,951.781352277052
21903.7,951.9310414816695
21913.7,952.080730686287
21923.7,952.2304198909045
21933.7,952.380109095522
21943.7,952.5297983001395
21953.7,952.679487504757
21963.7,952.8291767093747
21973.7,952.9788659139922
21983.7,953.1285551186097
21993.7,953.2782443232272
22003.7,953.4279335278447
22013.7,953.5776227324623
22023.7,953.7273119370798
22033.7,953.8770011416974
22043.7,954.0266903463149
22053.7,954.1763795509324
22063.7,954.32606875555
22073.7,954.4757579601675
22082.0,954.6
22092.0,954.7474851884533
22102.0,954.8949703769066
22112.0,955.0424555653599
22122.0,955.1899407538132
22132.0,955.3374259422665
22142.0,955.4849111307198
22152.0,955.632396319173
22162.0,955.7798815076264
22172.0,955.9273666960797
22182.0,956.074851884533
22192.0,956.2223370729863
22202.0,956.3698222614396
22212.0,956.5173074498929
22222.0,956.6647926383462
22232.0,956.8122778267995
22242.0,956.9597630152527
22252.0,957.107248203706
22262.0,957.2547333921593
22272.0,957.4022185806126
22282.0,957.5497037690659
22292.0,957.6971889575192
22302.0,957.8446741459725
22312.0,957.9921593344259
22322.0,958.1396445228792
22332.0,958.2871297113325
22342.0,958.4346148997857
22352.0,958.582100088239
22362.0,958.7295852766923
22372.0,958.8770704651456
22382.0,959.0245556535989
22392.0,959.1720408420522
22402.0,959.3195260305055
22412.0,959.4670112189588
22422.0,959.614496407412
22432.0,959.7619815958653
22442.0,959.9094667843186
22452.0,960.0569519727719
22462.0,960.2044371612252
22472.0,960.3519223496786
22482.0,960.4994075381319
22492.0,960.6468927265852
22502.0,960.7943779150385
22512.0,960.9418631034918
22522.0,961.089348291945
22532.0,961.2368334803983
22542.0,961.3843186688516
22552.0,961.5318038573049
22562.0,961.6792890457582
22572.0,961.8267742342115
22582.0,961.9742594226648
22592.0,962.1217446111181
22602.0,962.2692297995713
22612.0,962.4167149880246
22622.0,962.564200176478
22632.0,962.7116853649313
22642.0,962.8591705533846
22652.0,963.0066557418379
22662.0,963.1541409302912
22672.0,963.3016261187445
22682.0,963.4491113071978
22692.0,963.596596495651
22702.0,963.7440816841043
22712.0,963.8915668725576
22722.0,964.0390520610109
22732.0,964.1865372494642
22742.0,964.3340224379175
22752.0,964.4815076263708
22762.0,964.6289928148241
22772.0,964.7764780032775
22782.0,964.9239631917308
22792.0,965.071448380184
22802.0,965.2189335686373
22812.0,965.3664187570906
22822.0,965.5139039455439
22832.0,965.6613891339972
22842.0,965.8088743224505
22852.0,965.9563595109038
22862.0,966.1038446993571
22872.0,966.2513298878104
22875.3,966.3
22885.3,966.4440922190201
22895.3,966.5881844380403
22905.3,966.7322766570604
22915.3,966.8763688760806
22925.3,967.0204610951008
22935.3,967.164553314121
22945.3,967.3086455331412
22955.3,967.4527377521613
22965.3,967.5968299711815
22975.3,967.7409221902017
22985.3,967.8850144092219
22995.3,968.0291066282421
23005.3,968.1731988472621
23015.3,968.3172910662823
23025.3,968.4613832853025
23035.3,968.6054755043227
23045.3,968.7495677233429
23055.3,968.8936599423631
23065.3,969.0377521613832
23075.3,969.1818443804034
